홈플레이트 (0,0,0), 공 시작 (0, 18.44, 33.55) : z 좌표 마운드 평균 높이 31.75 + 투수 키 1.8

1. 속도 비율 x 방향 0.03, y 방향 0.95, z 방향 0.02 최종 속력
155km/h
(3.63, 13.93, 37.10)
(4.35, 13.03, 37.51)
(5.08, 12.13, 37.83)
(5.80, 11.23, 38.05)
(6.53, 10.33, 38.17)
(7.25, 9.43, 38.20)
(7.98, 8.53, 38.12)
(8.70, 7.63, 37.95)
(9.43, 6.72, 37.68)
(10.15, 5.82, 37.31)
(10.88, 4.92, 36.84)
(11.60, 4.02, 36.28)
(12.33, 3.12, 35.62)
(13.05, 2.22, 34.86)
(13.78, 1.32, 34.00)
(14.50, 0.42, 33.04)
(15.23, -0.49, 31.99)
(15.95, -1.39, 30.83)
(16.68, -2.29, 29.58)
(17.41, -3.19, 28.24)
(18.13, -4.09, 26.79)
(18.86, -4.99, 25.24)
(19.58, -5.89, 23.60)
(20.31, -6.79, 21.86)
(21.03, -7.70, 20.02)
(21.76, -8.60, 18.09)
(22.48, -9.50, 16.05)
(23.21, -10.40, 13.92)
(23.93, -11.30, 11.69)
(24.66, -12.20, 9.36)
(25.38, -13.10, 6.93)
(26.11, -14.00, 4.41)
(26.83, -14.91, 1.79)
(27.56, -15.81, -0.93)

147km/h
(0.00, 18.44, 33.55)
(0.72, 17.54, 34.46)
(1.45, 16.64, 35.26)
(2.17, 15.74, 35.97)
(2.90, 14.83, 36.58)
(3.62, 13.93, 37.10)
(4.34, 13.03, 37.51)
(5.07, 12.13, 37.83)
(5.79, 11.23, 38.05)
(6.52, 10.33, 38.17)
(7.24, 9.43, 38.19)
(7.96, 8.53, 38.12)
(8.69, 7.62, 37.94)
(9.41, 6.72, 37.67)
(10.14, 5.82, 37.30)
(10.86, 4.92, 36.84)
(11.58, 4.02, 36.27)
(12.31, 3.12, 35.61)
(13.03, 2.22, 34.85)
(13.76, 1.32, 33.99)
(14.48, 0.41, 33.03)
(15.20, -0.49, 31.98)
(15.93, -1.39, 30.82)
(16.65, -2.29, 29.57)
(17.38, -3.19, 28.22)
(18.10, -4.09, 26.78)
(18.82, -4.99, 25.23)
(19.55, -5.90, 23.59)
(20.27, -6.80, 21.85)
(21.00, -7.70, 20.01)
(21.72, -8.60, 18.07)
(22.44, -9.50, 16.04)
(23.17, -10.40, 13.90)
(23.89, -11.30, 11.67)
(24.62, -12.20, 9.34)
(25.34, -13.11, 6.92)
(26.06, -14.01, 4.39)
(26.79, -14.91, 1.77)
(27.51, -15.81, -0.95)

146km/h
(0.00, 18.44, 33.55)
(0.72, 17.54, 34.45)
(1.45, 16.64, 35.26)
(2.17, 15.74, 35.97)
(2.89, 14.83, 36.58)
(3.61, 13.93, 37.09)
(4.34, 13.03, 37.51)
(5.06, 12.13, 37.82)
(5.78, 11.23, 38.04)
(6.51, 10.33, 38.16)
(7.23, 9.43, 38.19)
(7.95, 8.52, 38.11)
(8.67, 7.62, 37.94)
(9.40, 6.72, 37.66)
(10.12, 5.82, 37.30)
(10.84, 4.92, 36.83)
(11.56, 4.02, 36.26)
(12.29, 3.12, 35.60)
(13.01, 2.21, 34.84)
(13.73, 1.31, 33.98)
(14.46, 0.41, 33.02)
(15.18, -0.49, 31.96)
(15.90, -1.39, 30.81)
(16.62, -2.29, 29.56)
(17.35, -3.19, 28.21)
(18.07, -4.09, 26.76)
(18.79, -5.00, 25.22)
(19.52, -5.90, 23.57)
(20.24, -6.80, 21.83)
(20.96, -7.70, 19.99)
(21.68, -8.60, 18.06)
(22.41, -9.50, 16.02)
(23.13, -10.40, 13.89)
(23.85, -11.31, 11.66)
(24.58, -12.21, 9.33)
(25.30, -13.11, 6.90)
(26.02, -14.01, 4.37)
(26.74, -14.91, 1.75)
(27.47, -15.81, -0.97)

145km/h
(0.00, 18.44, 33.55)
(0.72, 17.54, 34.45)
(1.44, 16.64, 35.26)
(2.16, 15.74, 35.97)
(2.89, 14.83, 36.58)
(3.61, 13.93, 37.09)
(4.33, 13.03, 37.50)
(5.05, 12.13, 37.82)
(5.77, 11.23, 38.04)
(6.49, 10.33, 38.16)
(7.22, 9.43, 38.18)
(7.94, 8.52, 38.10)
(8.66, 7.62, 37.93)
(9.38, 6.72, 37.66)
(10.10, 5.82, 37.29)
(10.82, 4.92, 36.82)
(11.55, 4.02, 36.25)
(12.27, 3.11, 35.59)
(12.99, 2.21, 34.83)
(13.71, 1.31, 33.97)
(14.43, 0.41, 33.01)
(15.15, -0.49, 31.95)
(15.87, -1.39, 30.80)
(16.60, -2.29, 29.55)
(17.32, -3.20, 28.20)
(18.04, -4.10, 26.75)
(18.76, -5.00, 25.20)
(19.48, -5.90, 23.56)
(20.20, -6.80, 21.82)
(20.93, -7.70, 19.98)
(21.65, -8.60, 18.04)
(22.37, -9.51, 16.00)
(23.09, -10.41, 13.87)
(23.81, -11.31, 11.64)
(24.53, -12.21, 9.31)
(25.26, -13.11, 6.88)
(25.98, -14.01, 4.35)
(26.70, -14.91, 1.73)
(27.42, -15.82, -0.99)

144km/h
(0.00, 18.44, 33.55)
(0.72, 17.54, 34.45)
(1.44, 16.64, 35.26)
(2.16, 15.74, 35.97)
(2.88, 14.83, 36.58)
(3.60, 13.93, 37.09)
(4.32, 13.03, 37.50)
(5.04, 12.13, 37.82)
(5.76, 11.23, 38.03)
(6.48, 10.33, 38.15)
(7.20, 9.42, 38.17)
(7.92, 8.52, 38.10)
(8.64, 7.62, 37.92)
(9.36, 6.72, 37.65)
(10.09, 5.82, 37.28)
(10.81, 4.92, 36.81)
(11.53, 4.02, 36.25)
(12.25, 3.11, 35.58)
(12.97, 2.21, 34.82)
(13.69, 1.31, 33.96)
(14.41, 0.41, 33.00)
(15.13, -0.49, 31.94)
(15.85, -1.39, 30.79)
(16.57, -2.30, 29.54)
(17.29, -3.20, 28.18)
(18.01, -4.10, 26.74)
(18.73, -5.00, 25.19)
(19.45, -5.90, 23.55)
(20.17, -6.80, 21.80)
(20.89, -7.71, 19.96)
(21.61, -8.61, 18.02)
(22.33, -9.51, 15.99)
(23.05, -10.41, 13.85)
(23.77, -11.31, 11.62)
(24.49, -12.21, 9.29)
(25.21, -13.11, 6.86)
(25.93, -14.02, 4.33)
(26.65, -14.92, 1.71)
(27.37, -15.82, -1.01)

8. 속도 비율 x 방향 0.01, y 방향 0.98, z 방향 0.01 최종 속력
163km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.45)
(1.47, 16.64, 35.25)
(2.20, 15.74, 35.96)
(2.93, 14.84, 36.57)
(3.66, 13.94, 37.08)
(4.40, 13.04, 37.49)
(5.13, 12.14, 37.80)
(5.86, 11.24, 38.02)
(6.60, 10.34, 38.13)
(7.33, 9.44, 38.15)
(8.06, 8.54, 38.08)
(8.79, 7.64, 37.90)
(9.53, 6.75, 37.62)
(10.26, 5.85, 37.25)
(10.99, 4.95, 36.78)
(11.73, 4.05, 36.21)
(12.46, 3.15, 35.55)
(13.19, 2.25, 34.78)
(13.93, 1.35, 33.92)
(14.66, 0.45, 32.96)
(15.39, -0.45, 31.90)
(16.12, -1.35, 30.74)
(16.86, -2.25, 29.49)
(17.59, -3.15, 28.14)
(18.32, -4.05, 26.69)
(19.06, -4.95, 25.14)
(19.79, -5.85, 23.49)
(20.52, -6.75, 21.75)
(21.25, -7.65, 19.90)
(21.99, -8.55, 17.96)
(22.72, -9.45, 15.92)
(23.45, -10.35, 13.79)
(24.19, -11.25, 11.55)
(24.92, -12.15, 9.22)
(25.65, -13.05, 6.79)
(26.38, -13.95, 4.26)
(27.12, -14.85, 1.63)
(27.85, -15.74, -1.09)

162km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.45)
(1.46, 16.64, 35.25)
(2.20, 15.74, 35.96)
(2.93, 14.84, 36.57)
(3.66, 13.94, 37.07)
(4.39, 13.04, 37.49)
(5.12, 12.14, 37.80)
(5.85, 11.24, 38.01)
(6.59, 10.34, 38.13)
(7.32, 9.44, 38.15)
(8.05, 8.54, 38.07)
(8.78, 7.64, 37.89)
(9.51, 6.74, 37.62)
(10.25, 5.84, 37.25)
(10.98, 4.95, 36.77)
(11.71, 4.05, 36.21)
(12.44, 3.15, 35.54)
(13.17, 2.25, 34.77)
(13.91, 1.35, 33.91)
(14.64, 0.45, 32.95)
(15.37, -0.45, 31.89)
(16.10, -1.35, 30.73)
(16.83, -2.25, 29.48)
(17.56, -3.15, 28.13)
(18.30, -4.05, 26.67)
(19.03, -4.95, 25.13)
(19.76, -5.85, 23.48)
(20.49, -6.75, 21.73)
(21.22, -7.65, 19.89)
(21.96, -8.55, 17.95)
(22.69, -9.45, 15.91)
(23.42, -10.35, 13.77)
(24.15, -11.25, 11.54)
(24.88, -12.15, 9.21)
(25.62, -13.05, 6.77)
(26.35, -13.95, 4.25)
(27.08, -14.85, 1.62)
(27.81, -15.75, -1.11)

161km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.45)
(1.46, 16.64, 35.25)
(2.19, 15.74, 35.96)
(2.92, 14.84, 36.56)
(3.65, 13.94, 37.07)
(4.38, 13.04, 37.48)
(5.12, 12.14, 37.80)
(5.85, 11.24, 38.01)
(6.58, 10.34, 38.13)
(7.31, 9.44, 38.15)
(8.04, 8.54, 38.07)
(8.77, 7.64, 37.89)
(9.50, 6.74, 37.61)
(10.23, 5.84, 37.24)
(10.96, 4.94, 36.77)
(11.69, 4.04, 36.20)
(12.42, 3.14, 35.53)
(13.15, 2.24, 34.77)
(13.89, 1.35, 33.90)
(14.62, 0.45, 32.94)
(15.35, -0.45, 31.88)
(16.08, -1.35, 30.72)
(16.81, -2.25, 29.47)
(17.54, -3.15, 28.12)
(18.27, -4.05, 26.66)
(19.00, -4.95, 25.11)
(19.73, -5.85, 23.47)
(20.46, -6.75, 21.72)
(21.19, -7.65, 19.88)
(21.92, -8.55, 17.94)
(22.66, -9.45, 15.90)
(23.39, -10.35, 13.76)
(24.12, -11.25, 11.52)
(24.85, -12.15, 9.19)
(25.58, -13.05, 6.76)
(26.31, -13.95, 4.23)
(27.04, -14.85, 1.60)
(27.77, -15.75, -1.12)

160km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.45)
(1.46, 16.64, 35.25)
(2.19, 15.74, 35.96)
(2.92, 14.84, 36.56)
(3.65, 13.94, 37.07)
(4.38, 13.04, 37.48)
(5.11, 12.14, 37.79)
(5.84, 11.24, 38.01)
(6.57, 10.34, 38.12)
(7.30, 9.44, 38.14)
(8.03, 8.54, 38.06)
(8.76, 7.64, 37.88)
(9.49, 6.74, 37.61)
(10.22, 5.84, 37.23)
(10.95, 4.94, 36.76)
(11.68, 4.04, 36.19)
(12.41, 3.14, 35.52)
(13.14, 2.24, 34.76)
(13.87, 1.34, 33.89)
(14.60, 0.44, 32.93)
(15.33, -0.46, 31.87)
(16.05, -1.36, 30.71)
(16.78, -2.26, 29.46)
(17.51, -3.16, 28.10)
(18.24, -4.06, 26.65)
(18.97, -4.95, 25.10)
(19.70, -5.85, 23.46)
(20.43, -6.75, 21.71)
(21.16, -7.65, 19.87)
(21.89, -8.55, 17.92)
(22.62, -9.45, 15.88)
(23.35, -10.35, 13.75)
(24.08, -11.25, 11.51)
(24.81, -12.15, 9.18)
(25.54, -13.05, 6.74)
(26.27, -13.95, 4.21)
(27.00, -14.85, 1.59)
(27.73, -15.75, -1.14)

159km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.45)
(1.46, 16.64, 35.25)
(2.19, 15.74, 35.96)
(2.91, 14.84, 36.56)
(3.64, 13.94, 37.07)
(4.37, 13.04, 37.48)
(5.10, 12.14, 37.79)
(5.83, 11.24, 38.00)
(6.56, 10.34, 38.12)
(7.29, 9.44, 38.14)
(8.02, 8.54, 38.06)
(8.74, 7.64, 37.88)
(9.47, 6.74, 37.60)
(10.20, 5.84, 37.23)
(10.93, 4.94, 36.76)
(11.66, 4.04, 36.18)
(12.39, 3.14, 35.52)
(13.12, 2.24, 34.75)
(13.85, 1.34, 33.89)
(14.57, 0.44, 32.92)
(15.30, -0.46, 31.86)
(16.03, -1.36, 30.70)
(16.76, -2.26, 29.45)
(17.49, -3.16, 28.09)
(18.22, -4.06, 26.64)
(18.95, -4.96, 25.09)
(19.68, -5.86, 23.44)
(20.40, -6.76, 21.70)
(21.13, -7.66, 19.85)
(21.86, -8.56, 17.91)
(22.59, -9.46, 15.87)
(23.32, -10.36, 13.73)
(24.05, -11.26, 11.50)
(24.78, -12.16, 9.16)
(25.50, -13.06, 6.73)
(26.23, -13.96, 4.20)
(26.96, -14.86, 1.57)
(27.69, -15.76, -1.16)

158km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.45)
(1.46, 16.64, 35.25)
(2.18, 15.74, 35.95)
(2.91, 14.84, 36.56)
(3.64, 13.94, 37.07)
(4.37, 13.04, 37.48)
(5.09, 12.14, 37.79)
(5.82, 11.24, 38.00)
(6.55, 10.34, 38.12)
(7.28, 9.44, 38.13)
(8.00, 8.54, 38.05)
(8.73, 7.64, 37.87)
(9.46, 6.74, 37.60)
(10.19, 5.84, 37.22)
(10.91, 4.94, 36.75)
(11.64, 4.04, 36.18)
(12.37, 3.14, 35.51)
(13.10, 2.24, 34.74)
(13.83, 1.34, 33.88)
(14.55, 0.44, 32.91)
(15.28, -0.46, 31.85)
(16.01, -1.36, 30.70)
(16.74, -2.26, 29.44)
(17.46, -3.16, 28.08)
(18.19, -4.06, 26.63)
(18.92, -4.96, 25.08)
(19.65, -5.86, 23.43)
(20.37, -6.76, 21.68)
(21.10, -7.66, 19.84)
(21.83, -8.56, 17.90)
(22.56, -9.46, 15.86)
(23.28, -10.36, 13.72)
(24.01, -11.26, 11.48)
(24.74, -12.16, 9.15)
(25.47, -13.06, 6.71)
(26.20, -13.96, 4.18)
(26.92, -14.86, 1.55)
(27.65, -15.76, -1.17)

157km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.45)
(1.45, 16.64, 35.25)
(2.18, 15.74, 35.95)
(2.91, 14.84, 36.56)
(3.63, 13.94, 37.06)
(4.36, 13.04, 37.47)
(5.09, 12.14, 37.78)
(5.81, 11.24, 38.00)
(6.54, 10.34, 38.11)
(7.27, 9.44, 38.13)
(7.99, 8.54, 38.05)
(8.72, 7.64, 37.87)
(9.45, 6.74, 37.59)
(10.17, 5.84, 37.21)
(10.90, 4.94, 36.74)
(11.62, 4.04, 36.17)
(12.35, 3.14, 35.50)
(13.08, 2.24, 34.73)
(13.80, 1.34, 33.87)
(14.53, 0.44, 32.91)
(15.26, -0.46, 31.84)
(15.98, -1.36, 30.69)
(16.71, -2.26, 29.43)
(17.44, -3.16, 28.07)
(18.16, -4.06, 26.62)
(18.89, -4.96, 25.07)
(19.62, -5.86, 23.42)
(20.34, -6.76, 21.67)
(21.07, -7.66, 19.83)
(21.80, -8.56, 17.88)
(22.52, -9.46, 15.84)
(23.25, -10.36, 13.70)
(23.98, -11.26, 11.47)
(24.70, -12.16, 9.13)
(25.43, -13.06, 6.70)
(26.16, -13.96, 4.17)
(26.88, -14.86, 1.54)
(27.61, -15.76, -1.19)

156km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.45)
(1.45, 16.64, 35.25)
(2.18, 15.74, 35.95)
(2.90, 14.84, 36.56)
(3.63, 13.94, 37.06)
(4.35, 13.04, 37.47)
(5.08, 12.14, 37.78)
(5.80, 11.24, 37.99)
(6.53, 10.34, 38.11)
(7.25, 9.44, 38.12)
(7.98, 8.54, 38.04)
(8.71, 7.64, 37.86)
(9.43, 6.74, 37.58)
(10.16, 5.84, 37.21)
(10.88, 4.94, 36.73)
(11.61, 4.04, 36.16)
(12.33, 3.14, 35.49)
(13.06, 2.24, 34.73)
(13.78, 1.34, 33.86)
(14.51, 0.44, 32.90)
(15.23, -0.46, 31.83)
(15.96, -1.36, 30.68)
(16.69, -2.26, 29.42)
(17.41, -3.16, 28.06)
(18.14, -4.06, 26.61)
(18.86, -4.96, 25.06)
(19.59, -5.86, 23.41)
(20.31, -6.76, 21.66)
(21.04, -7.66, 19.81)
(21.76, -8.56, 17.87)
(22.49, -9.46, 15.83)
(23.22, -10.36, 13.69)
(23.94, -11.26, 11.45)
(24.67, -12.16, 9.12)
(25.39, -13.06, 6.68)
(26.12, -13.96, 4.15)
(26.84, -14.86, 1.52)
(27.57, -15.76, -1.21)

155km/h
(0.00, 18.44, 33.55)
(0.72, 17.54, 34.45)
(1.45, 16.64, 35.25)
(2.17, 15.74, 35.95)
(2.90, 14.84, 36.55)
(3.62, 13.94, 37.06)
(4.35, 13.04, 37.47)
(5.07, 12.14, 37.78)
(5.80, 11.24, 37.99)
(6.52, 10.34, 38.10)
(7.24, 9.44, 38.12)
(7.97, 8.54, 38.04)
(8.69, 7.64, 37.86)
(9.42, 6.74, 37.58)
(10.14, 5.84, 37.20)
(10.87, 4.94, 36.73)
(11.59, 4.04, 36.16)
(12.31, 3.14, 35.49)
(13.04, 2.24, 34.72)
(13.76, 1.34, 33.85)
(14.49, 0.44, 32.89)
(15.21, -0.46, 31.83)
(15.94, -1.36, 30.67)
(16.66, -2.26, 29.41)
(17.39, -3.16, 28.05)
(18.11, -4.06, 26.60)
(18.83, -4.96, 25.04)
(19.56, -5.86, 23.39)
(20.28, -6.76, 21.65)
(21.01, -7.66, 19.80)
(21.73, -8.56, 17.86)
(22.46, -9.47, 15.81)
(23.18, -10.37, 13.67)
(23.90, -11.27, 11.44)
(24.63, -12.17, 9.10)
(25.35, -13.07, 6.67)
(26.08, -13.97, 4.13)
(26.80, -14.87, 1.50)
(27.53, -15.77, -1.22)

154km/h
(0.00, 18.44, 33.55)
(0.72, 17.54, 34.45)
(1.45, 16.64, 35.25)
(2.17, 15.74, 35.95)
(2.89, 14.84, 36.55)
(3.62, 13.94, 37.06)
(4.34, 13.04, 37.46)
(5.06, 12.14, 37.77)
(5.79, 11.24, 37.99)
(6.51, 10.34, 38.10)
(7.23, 9.44, 38.11)
(7.96, 8.54, 38.03)
(8.68, 7.64, 37.85)
(9.40, 6.74, 37.57)
(10.13, 5.84, 37.20)
(10.85, 4.94, 36.72)
(11.57, 4.04, 36.15)
(12.30, 3.14, 35.48)
(13.02, 2.24, 34.71)
(13.74, 1.34, 33.84)
(14.47, 0.44, 32.88)
(15.19, -0.47, 31.82)
(15.91, -1.37, 30.66)
(16.64, -2.27, 29.40)
(17.36, -3.17, 28.04)
(18.08, -4.07, 26.59)
(18.81, -4.97, 25.03)
(19.53, -5.87, 23.38)
(20.25, -6.77, 21.63)
(20.98, -7.67, 19.79)
(21.70, -8.57, 17.84)
(22.42, -9.47, 15.80)
(23.15, -10.37, 13.66)
(23.87, -11.27, 11.42)
(24.59, -12.17, 9.08)
(25.31, -13.07, 6.65)
(26.04, -13.97, 4.12)
(26.76, -14.87, 1.49)
(27.48, -15.77, -1.24)

9. 속도 비율 x 방향 0.03, y 방향 0.96, z 방향 0.03 최종 속력
147km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.47)
(1.47, 16.64, 35.28)
(2.20, 15.73, 36.00)
(2.93, 14.83, 36.63)
(3.66, 13.93, 37.15)
(4.40, 13.03, 37.58)
(5.13, 12.13, 37.91)
(5.86, 11.22, 38.14)
(6.60, 10.32, 38.27)
(7.33, 9.42, 38.30)
(8.06, 8.52, 38.24)
(8.80, 7.62, 38.08)
(9.53, 6.72, 37.82)
(10.26, 5.81, 37.46)
(10.99, 4.91, 37.00)
(11.73, 4.01, 36.45)
(12.46, 3.11, 35.80)
(13.19, 2.21, 35.05)
(13.93, 1.30, 34.20)
(14.66, 0.40, 33.26)
(15.39, -0.50, 32.21)
(16.12, -1.40, 31.07)
(16.86, -2.30, 29.83)
(17.59, -3.21, 28.49)
(18.32, -4.11, 27.06)
(19.06, -5.01, 25.52)
(19.79, -5.91, 23.89)
(20.52, -6.81, 22.16)
(21.25, -7.72, 20.33)
(21.99, -8.62, 18.41)
(22.72, -9.52, 16.38)
(23.45, -10.42, 14.26)
(24.19, -11.32, 12.04)
(24.92, -12.23, 9.72)
(25.65, -13.13, 7.31)
(26.39, -14.03, 4.80)
(27.12, -14.93, 2.18)
(27.85, -15.83, -0.53)

146km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.47)
(1.46, 16.64, 35.28)
(2.20, 15.73, 36.00)
(2.93, 14.83, 36.62)
(3.66, 13.93, 37.15)
(4.39, 13.03, 37.57)
(5.12, 12.13, 37.90)
(5.85, 11.22, 38.13)
(6.59, 10.32, 38.26)
(7.32, 9.42, 38.30)
(8.05, 8.52, 38.23)
(8.78, 7.62, 38.07)
(9.51, 6.71, 37.81)
(10.24, 5.81, 37.45)
(10.98, 4.91, 37.00)
(11.71, 4.01, 36.44)
(12.44, 3.11, 35.79)
(13.17, 2.20, 35.04)
(13.90, 1.30, 34.19)
(14.63, 0.40, 33.24)
(15.37, -0.50, 32.20)
(16.10, -1.40, 31.06)
(16.83, -2.31, 29.82)
(17.56, -3.21, 28.48)
(18.29, -4.11, 27.04)
(19.02, -5.01, 25.51)
(19.76, -5.91, 23.88)
(20.49, -6.82, 22.15)
(21.22, -7.72, 20.32)
(21.95, -8.62, 18.39)
(22.68, -9.52, 16.37)
(23.41, -10.42, 14.24)
(24.15, -11.33, 12.02)
(24.88, -12.23, 9.71)
(25.61, -13.13, 7.29)
(26.34, -14.03, 4.78)
(27.07, -14.93, 2.16)
(27.80, -15.84, -0.55)

145km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.47)
(1.46, 16.64, 35.28)
(2.19, 15.73, 36.00)
(2.92, 14.83, 36.62)
(3.65, 13.93, 37.15)
(4.38, 13.03, 37.57)
(5.11, 12.13, 37.90)
(5.84, 11.22, 38.13)
(6.57, 10.32, 38.26)
(7.30, 9.42, 38.29)
(8.03, 8.52, 38.23)
(8.76, 7.62, 38.06)
(9.50, 6.71, 37.80)
(10.23, 5.81, 37.44)
(10.96, 4.91, 36.99)
(11.69, 4.01, 36.43)
(12.42, 3.10, 35.78)
(13.15, 2.20, 35.03)
(13.88, 1.30, 34.18)
(14.61, 0.40, 33.23)
(15.34, -0.50, 32.19)
(16.07, -1.41, 31.04)
(16.80, -2.31, 29.80)
(17.53, -3.21, 28.46)
(18.26, -4.11, 27.03)
(18.99, -5.01, 25.49)
(19.72, -5.92, 23.86)
(20.45, -6.82, 22.13)
(21.18, -7.72, 20.30)
(21.91, -8.62, 18.37)
(22.64, -9.52, 16.35)
(23.37, -10.43, 14.23)
(24.10, -11.33, 12.01)
(24.83, -12.23, 9.69)
(25.56, -13.13, 7.27)
(26.29, -14.03, 4.75)
(27.03, -14.94, 2.14)
(27.76, -15.84, -0.57)

144km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.46)
(1.46, 16.64, 35.28)
(2.19, 15.73, 36.00)
(2.92, 14.83, 36.62)
(3.65, 13.93, 37.14)
(4.37, 13.03, 37.57)
(5.10, 12.13, 37.89)
(5.83, 11.22, 38.12)
(6.56, 10.32, 38.25)
(7.29, 9.42, 38.29)
(8.02, 8.52, 38.22)
(8.75, 7.61, 38.06)
(9.48, 6.71, 37.80)
(10.21, 5.81, 37.44)
(10.94, 4.91, 36.98)
(11.67, 4.01, 36.42)
(12.40, 3.10, 35.77)
(13.12, 2.20, 35.02)
(13.85, 1.30, 34.17)
(14.58, 0.40, 33.22)
(15.31, -0.50, 32.18)
(16.04, -1.41, 31.03)
(16.77, -2.31, 29.79)
(17.50, -3.21, 28.45)
(18.23, -4.11, 27.01)
(18.96, -5.02, 25.48)
(19.69, -5.92, 23.84)
(20.42, -6.82, 22.11)
(21.15, -7.72, 20.28)
(21.87, -8.62, 18.36)
(22.60, -9.53, 16.33)
(23.33, -10.43, 14.21)
(24.06, -11.33, 11.99)
(24.79, -12.23, 9.67)
(25.52, -13.13, 7.25)
(26.25, -14.04, 4.73)
(26.98, -14.94, 2.12)
(27.71, -15.84, -0.59)

143km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.46)
(1.46, 16.64, 35.28)
(2.18, 15.73, 36.00)
(2.91, 14.83, 36.62)
(3.64, 13.93, 37.14)
(4.37, 13.03, 37.56)
(5.09, 12.12, 37.89)
(5.82, 11.22, 38.12)
(6.55, 10.32, 38.25)
(7.28, 9.42, 38.28)
(8.01, 8.52, 38.21)
(8.73, 7.61, 38.05)
(9.46, 6.71, 37.79)
(10.19, 5.81, 37.43)
(10.92, 4.91, 36.97)
(11.65, 4.00, 36.41)
(12.37, 3.10, 35.76)
(13.10, 2.20, 35.01)
(13.83, 1.30, 34.16)
(14.56, 0.40, 33.21)
(15.28, -0.51, 32.16)
(16.01, -1.41, 31.02)
(16.74, -2.31, 29.78)
(17.47, -3.21, 28.44)
(18.20, -4.12, 27.00)
(18.92, -5.02, 25.46)
(19.65, -5.92, 23.83)
(20.38, -6.82, 22.10)
(21.11, -7.72, 20.27)
(21.84, -8.63, 18.34)
(22.56, -9.53, 16.31)
(23.29, -10.43, 14.19)
(24.02, -11.33, 11.97)
(24.75, -12.24, 9.65)
(25.47, -13.14, 7.23)
(26.20, -14.04, 4.71)
(26.93, -14.94, 2.10)
(27.66, -15.84, -0.61)

142km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.46)
(1.45, 16.64, 35.28)
(2.18, 15.73, 36.00)
(2.91, 14.83, 36.62)
(3.63, 13.93, 37.14)
(4.36, 13.03, 37.56)
(5.09, 12.12, 37.89)
(5.81, 11.22, 38.11)
(6.54, 10.32, 38.24)
(7.27, 9.42, 38.27)
(7.99, 8.51, 38.21)
(8.72, 7.61, 38.04)
(9.45, 6.71, 37.78)
(10.17, 5.81, 37.42)
(10.90, 4.91, 36.96)
(11.63, 4.00, 36.40)
(12.35, 3.10, 35.75)
(13.08, 2.20, 35.00)
(13.80, 1.30, 34.15)
(14.53, 0.39, 33.20)
(15.26, -0.51, 32.15)
(15.98, -1.41, 31.01)
(16.71, -2.31, 29.76)
(17.44, -3.21, 28.42)
(18.16, -4.12, 26.98)
(18.89, -5.02, 25.45)
(19.62, -5.92, 23.81)
(20.34, -6.82, 22.08)
(21.07, -7.73, 20.25)
(21.80, -8.63, 18.32)
(22.52, -9.53, 16.29)
(23.25, -10.43, 14.17)
(23.98, -11.34, 11.95)
(24.70, -12.24, 9.63)
(25.43, -13.14, 7.21)
(26.16, -14.04, 4.69)
(26.88, -14.94, 2.08)
(27.61, -15.85, -0.64)

141km/h
(0.00, 18.44, 33.55)
(0.73, 17.54, 34.46)
(1.45, 16.64, 35.28)
(2.18, 15.73, 35.99)
(2.90, 14.83, 36.61)
(3.63, 13.93, 37.13)
(4.35, 13.03, 37.56)
(5.08, 12.12, 37.88)
(5.80, 11.22, 38.11)
(6.53, 10.32, 38.24)
(7.25, 9.42, 38.27)
(7.98, 8.51, 38.20)
(8.70, 7.61, 38.04)
(9.43, 6.71, 37.77)
(10.15, 5.81, 37.41)
(10.88, 4.90, 36.95)
(11.60, 4.00, 36.39)
(12.33, 3.10, 35.74)
(13.05, 2.20, 34.99)
(13.78, 1.30, 34.14)
(14.51, 0.39, 33.19)
(15.23, -0.51, 32.14)
(15.96, -1.41, 30.99)
(16.68, -2.31, 29.75)
(17.41, -3.22, 28.41)
(18.13, -4.12, 26.97)
(18.86, -5.02, 25.43)
(19.58, -5.92, 23.80)
(20.31, -6.83, 22.06)
(21.03, -7.73, 20.23)
(21.76, -8.63, 18.30)
(22.48, -9.53, 16.28)
(23.21, -10.44, 14.15)
(23.93, -11.34, 11.93)
(24.66, -12.24, 9.61)
(25.38, -13.14, 7.19)
(26.11, -14.05, 4.67)
(26.83, -14.95, 2.06)
(27.56, -15.85, -0.66)

140km/h
(0.00, 18.44, 33.55)
